participant_id,theme,n_sentences,n_participants,mean_score,median_score,std_score,pct_positive,pct_neutral,pct_negative
9772KI,Algorithms,1.0,1.0,0.8591,0.8591,,100.0,0.0,0.0
2MDJD4,Algorithms,3.0,1.0,0.8568000000000001,0.899,0.13128914654304064,100.0,0.0,0.0
9SZ2DJ,Algorithms,5.0,1.0,0.85114,0.8994,0.1416907830453343,100.0,0.0,0.0
IOEYMP,Algorithms,2.0,1.0,0.8278000000000001,0.8278000000000001,0.09885352800987937,100.0,0.0,0.0
06ECDB,Algorithms,3.0,1.0,0.8113333333333334,0.8055,0.05657599608785809,100.0,0.0,0.0
NX3IYL,Algorithms,2.0,1.0,0.7959,0.7959,0.0342239682094289,100.0,0.0,0.0
Y1I6D6,Algorithms,2.0,1.0,0.7263,0.7263,0.16107892475429544,100.0,0.0,0.0
B74UOV,Algorithms,2.0,1.0,0.7197,0.7197,0.30745002845991093,100.0,0.0,0.0
SXAAAG,Algorithms,3.0,1.0,0.6838666666666667,0.8115,0.2814622946920836,100.0,0.0,0.0
6R5ITB,Algorithms,8.0,1.0,0.6550875,0.69095,0.24891561069969073,100.0,0.0,0.0
DPQ89O,Algorithms,9.0,1.0,0.6420222222222223,0.7506,0.3073076096429186,88.88888888888889,11.11111111111111,0.0
VD1PLG,Algorithms,7.0,1.0,0.6286285714285714,0.624,0.16908073726562028,100.0,0.0,0.0
4JYT69,Algorithms,6.0,1.0,0.6276833333333333,0.7150000000000001,0.35176266098985925,100.0,0.0,0.0
AWP446,Algorithms,26.0,1.0,0.6214192307692308,0.67195,0.27625684139109496,92.3076923076923,7.6923076923076925,0.0
CVFRD4,Algorithms,4.0,1.0,0.602875,0.7497,0.41938097536726676,75.0,25.0,0.0
G5LWJR,Algorithms,6.0,1.0,0.5877166666666667,0.57175,0.19762630813397963,100.0,0.0,0.0
1JVZTM,Algorithms,3.0,1.0,0.5865666666666667,0.4436,0.3216356997183822,100.0,0.0,0.0
FYIJXN,Algorithms,7.0,1.0,0.5815142857142857,0.6124,0.2669677785087645,85.71428571428571,14.285714285714285,0.0
IIW3F8,Algorithms,7.0,1.0,0.5522285714285714,0.6369,0.324374930773458,85.71428571428571,14.285714285714285,0.0
OA8J4N,Algorithms,4.0,1.0,0.54525,0.5064500000000001,0.18742149467621547,100.0,0.0,0.0
PYIPEW,Algorithms,4.0,1.0,0.5408000000000001,0.63375,0.4124990909080891,75.0,25.0,0.0
Z01ABO,Algorithms,3.0,1.0,0.5407333333333334,0.6124,0.15653042302802778,100.0,0.0,0.0
3JOBJ9,Algorithms,13.0,1.0,0.5379846153846153,0.5106,0.2297578901298562,100.0,0.0,0.0
IAFS52,Algorithms,8.0,1.0,0.5360499999999999,0.6368499999999999,0.29310635319916606,87.5,12.5,0.0
AN5CFS,Algorithms,11.0,1.0,0.5348636363636363,0.5423,0.32617996036766966,81.81818181818183,18.181818181818183,0.0
YP35AR,Algorithms,11.0,1.0,0.5172818181818182,0.5704,0.3080256606783981,81.81818181818183,18.181818181818183,0.0
XWM6DC,Algorithms,5.0,1.0,0.51646,0.4201,0.21503663176305562,100.0,0.0,0.0
V6UZPS,Algorithms,16.0,1.0,0.50425625,0.6423,0.28754278746823053,81.25,18.75,0.0
X6YZK0,Algorithms,12.0,1.0,0.49952500000000005,0.59165,0.31849214097625134,83.33333333333334,16.666666666666664,0.0
W5T7LB,Algorithms,9.0,1.0,0.49356666666666665,0.4939,0.4826193997344077,77.77777777777779,11.11111111111111,11.11111111111111
A6FPJT,Algorithms,20.0,1.0,0.49116499999999996,0.49415,0.35583063871365606,80.0,20.0,0.0
1ZWUFF,Algorithms,2.0,1.0,0.48030000000000006,0.48030000000000006,0.16843283527863565,100.0,0.0,0.0
AL3IQC,Algorithms,9.0,1.0,0.4776888888888889,0.6124,0.34307998864858197,77.77777777777779,22.22222222222222,0.0
CY7TM9,Algorithms,5.0,1.0,0.47186000000000006,0.5023,0.32593739889739565,80.0,20.0,0.0
G59SKX,Algorithms,7.0,1.0,0.46572857142857144,0.7717,0.4372086371298632,57.14285714285714,42.857142857142854,0.0
L0CULX,Algorithms,5.0,1.0,0.45906,0.4173,0.31686716933125153,80.0,20.0,0.0
WOGMXV,Algorithms,24.0,1.0,0.4473125,0.5023,0.30732703769409236,83.33333333333334,12.5,4.166666666666666
G78VK2,Algorithms,2.0,1.0,0.43445,0.43445,0.6144050821729912,50.0,50.0,0.0
62U759,Algorithms,10.0,1.0,0.42593000000000003,0.45930000000000004,0.2619024247904382,80.0,20.0,0.0
79TSTS,Algorithms,4.0,1.0,0.42355,0.4404,0.04193721497667673,100.0,0.0,0.0
QNNBL8,Algorithms,10.0,1.0,0.42279999999999995,0.43174999999999997,0.2828550747880146,80.0,20.0,0.0
MH2DWX,Algorithms,12.0,1.0,0.41596666666666676,0.3612,0.3412771929447417,83.33333333333334,8.333333333333332,8.333333333333332
7D8BPD,Algorithms,2.0,1.0,0.4158,0.4158,0.588029999234733,50.0,50.0,0.0
R5EXRJ,Algorithms,18.0,1.0,0.4104833333333333,0.411,0.30745927181259214,83.33333333333334,11.11111111111111,5.555555555555555
Y9N2G1,Algorithms,4.0,1.0,0.4049,0.42755,0.31785052042325385,75.0,25.0,0.0
WXA3LM,Algorithms,22.0,1.0,0.4030863636363637,0.3612,0.44151571001058065,72.72727272727273,22.727272727272727,4.545454545454546
4TPXHQ,Algorithms,6.0,1.0,0.39776666666666666,0.42050000000000004,0.35784003502496287,66.66666666666666,33.33333333333333,0.0
AVG1PK,Algorithms,13.0,1.0,0.38362307692307696,0.507,0.32234553705055424,76.92307692307693,15.384615384615385,7.6923076923076925
33BW0G,Algorithms,3.0,1.0,0.3835,0.3999,0.3755686488513119,66.66666666666666,33.33333333333333,0.0
XV0S8C,Algorithms,5.0,1.0,0.38326000000000005,0.6124,0.4270676152554769,80.0,0.0,20.0
J0QRGC,Algorithms,5.0,1.0,0.37426,0.5023,0.3497425739025777,60.0,40.0,0.0
AZWOVS,Algorithms,3.0,1.0,0.37060000000000004,0.3612,0.3753882789859055,66.66666666666666,33.33333333333333,0.0
CC0OFT,Algorithms,3.0,1.0,0.37060000000000004,0.3612,0.3753882789859055,66.66666666666666,33.33333333333333,0.0
XRONEG,Algorithms,4.0,1.0,0.368225,0.36345,0.5456042483644471,50.0,25.0,25.0
V4HSKU,Algorithms,12.0,1.0,0.35993333333333327,0.48335,0.43165746170131736,83.33333333333334,8.333333333333332,8.333333333333332
JAC6MU,Algorithms,9.0,1.0,0.3484111111111111,0.6949,0.6228132012177576,66.66666666666666,11.11111111111111,22.22222222222222
J4J4VY,Algorithms,9.0,1.0,0.33941111111111116,0.3612,0.2183738162214305,77.77777777777779,22.22222222222222,0.0
V47GRV,Algorithms,11.0,1.0,0.3350545454545455,0.3612,0.3002257029757325,63.63636363636363,36.36363636363637,0.0
UJ9Y1F,Algorithms,14.0,1.0,0.33475000000000005,0.38925,0.24077410335448007,71.42857142857143,28.57142857142857,0.0
6759KU,Algorithms,4.0,1.0,0.33265,0.3286,0.2762395759722588,75.0,25.0,0.0
4K8HN6,Algorithms,5.0,1.0,0.31388,0.0,0.4302154657842974,40.0,60.0,0.0
5F2WAZ,Algorithms,3.0,1.0,0.31046666666666667,0.8885,1.0130708086473192,66.66666666666666,0.0,33.33333333333333
PUN5JW,Algorithms,2.0,1.0,0.3062,0.3062,0.43303219279864175,50.0,50.0,0.0
RG1O20,Algorithms,3.0,1.0,0.30306666666666665,0.0,0.5249268647472077,33.33333333333333,66.66666666666666,0.0
ATPU90,Algorithms,18.0,1.0,0.3030555555555556,0.3612,0.3156488112224467,55.55555555555556,44.44444444444444,0.0
QNJQ2F,Algorithms,2.0,1.0,0.28595,0.28595,0.4043943681605865,50.0,50.0,0.0
41HF24,Algorithms,15.0,1.0,0.28522,0.5023,0.45779878799065676,53.333333333333336,20.0,26.666666666666668
0M3LDX,Algorithms,26.0,1.0,0.27686923076923076,0.31720000000000004,0.3426961333534194,61.53846153846154,23.076923076923077,15.384615384615385
PF65TG,Algorithms,4.0,1.0,0.275825,0.2997,0.603460953583577,50.0,25.0,25.0
43Z2IC,Algorithms,2.0,1.0,0.27495,0.27495,0.3888380189744825,50.0,50.0,0.0
TU93WC,Algorithms,7.0,1.0,0.27447142857142853,0.3612,0.437278045467205,57.14285714285714,28.57142857142857,14.285714285714285
B4A6KD,Algorithms,11.0,1.0,0.26642727272727273,0.1002,0.3717967673095319,54.54545454545454,36.36363636363637,9.090909090909092
V1B21E,Algorithms,21.0,1.0,0.25939999999999996,0.3041,0.3833816336237301,52.38095238095239,33.33333333333333,14.285714285714285
IF5UTV,Algorithms,5.0,1.0,0.24500000000000002,0.0534,0.6935982158281551,60.0,20.0,20.0
OSF8B7,Algorithms,16.0,1.0,0.21755000000000002,0.3612,0.26324677142686226,62.5,25.0,12.5
HMJ3KN,Algorithms,1.0,1.0,0.2023,0.2023,,100.0,0.0,0.0
X1QQ4F,Algorithms,9.0,1.0,0.19711111111111113,0.0,0.26936128361572514,44.44444444444444,44.44444444444444,11.11111111111111
1MM3K9,Algorithms,6.0,1.0,0.19431666666666667,0.0,0.332100505369484,33.33333333333333,66.66666666666666,0.0
48LHHI,Algorithms,5.0,1.0,0.1649,0.1901,0.16223566192425143,60.0,40.0,0.0
7V6SPY,Algorithms,11.0,1.0,0.15497272727272726,0.1154,0.43231133940924815,54.54545454545454,27.27272727272727,18.181818181818183
UQGYGK,Algorithms,3.0,1.0,0.13670000000000002,0.0954,0.38531362550524995,66.66666666666666,0.0,33.33333333333333
UFGK9F,Algorithms,3.0,1.0,0.12040000000000001,0.0,0.20853891723129284,33.33333333333333,66.66666666666666,0.0
457X3K,Algorithms,2.0,1.0,0.0747,0.0747,0.10564175310927021,50.0,50.0,0.0
QZK34R,Algorithms,5.0,1.0,0.07224,0.0,0.1615335506945848,20.0,80.0,0.0
IQLWA6,Algorithms,5.0,1.0,0.06254,0.0,0.3060628987642899,20.0,60.0,20.0
Q71QCH,Algorithms,1.0,1.0,0.0,0.0,,0.0,100.0,0.0
7D8BPD,Computer Music,4.0,1.0,0.8465499999999999,0.86015,0.03625267806199516,100.0,0.0,0.0
SXAAAG,Computer Music,4.0,1.0,0.83525,0.8611500000000001,0.12680416659821028,100.0,0.0,0.0
AZWOVS,Computer Music,5.0,1.0,0.78834,0.7831,0.12972479716692562,100.0,0.0,0.0
G59SKX,Computer Music,4.0,1.0,0.7533000000000001,0.84195,0.23937266622012907,100.0,0.0,0.0
V47GRV,Computer Music,1.0,1.0,0.7506,0.7506,,100.0,0.0,0.0
5F2WAZ,Computer Music,4.0,1.0,0.742325,0.83445,0.2514922049819172,100.0,0.0,0.0
JBNB4U,Computer Music,4.0,1.0,0.7366250000000001,0.7559,0.12123232173530839,100.0,0.0,0.0
V6UZPS,Computer Music,2.0,1.0,0.7334499999999999,0.7334499999999999,0.08902474375138635,100.0,0.0,0.0
1JVZTM,Computer Music,1.0,1.0,0.7203,0.7203,,100.0,0.0,0.0
6759KU,Computer Music,4.0,1.0,0.6775,0.6925,0.22306202425932273,100.0,0.0,0.0
62U759,Computer Music,11.0,1.0,0.6757272727272728,0.7003,0.2015180542329103,100.0,0.0,0.0
WOGMXV,Computer Music,2.0,1.0,0.65665,0.65665,0.02793071785686861,100.0,0.0,0.0
AN5CFS,Computer Music,13.0,1.0,0.6380769230769231,0.6743,0.24245058655956458,92.3076923076923,7.6923076923076925,0.0
Z01ABO,Computer Music,2.0,1.0,0.6259,0.6259,0.18667619023324855,100.0,0.0,0.0
2KDZ22,Computer Music,1.0,1.0,0.6124,0.6124,,100.0,0.0,0.0
